sensor,year,month,mean_albedo,n_obs,sd_albedo,date,mean_temp,total_precip,total_snowfall,mean_radiation
VIIRS,2017,8,0.34398801042199156,31,0.05314584666372139,2017-08-01,-0.5604270650525298,1181.286155561841,452.96741533733564,939.9928487448633
VIIRS,2017,9,0.38053201457846214,30,0.029405786165160413,2017-09-01,-1.2752129501467306,1233.251205443837,756.4758302346818,1836.5660304675503
VIIRS,2017,10,0.4018564401324017,31,0.026492703942363607,2017-10-01,-1.0421858250363398,1065.48430244865,440.302660825664,2948.343605230293
VIIRS,2017,11,0.4430596902542858,30,0.018536463399360853,2017-11-01,-0.48167165920618676,826.8253184215556,441.5331036503526,4342.142950788017
VIIRS,2017,12,0.38079271270486087,31,0.010766681251143283,2017-12-01,1.8079237049086834,1189.9141236080395,26.12859922108127,4240.870422391514
VIIRS,2018,1,0.3523384106646622,31,0.023006937326612496,2018-01-01,2.4418824650202624,762.1414292542931,41.80780741634151,4093.6041485551523
VIIRS,2018,2,0.3182083089842457,28,0.011491165911440573,2018-02-01,3.9410625138714526,797.8973010583147,33.095632141427835,2679.9612430726756
VIIRS,2018,3,0.28056135123456843,31,0.039476303118389774,2018-03-01,3.4013719076575084,1602.4765684620143,22.665880583745146,1436.2678369793834
VIIRS,2018,4,0.2968790523176549,30,0.02765537815260865,2018-04-01,1.020146583254977,1329.4376690258246,183.48686353914857,1207.9935343960285
VIIRS,2018,5,0.3109405003910204,31,0.04346158167876569,2018-05-01,-1.1936673196742844,1840.3994708027012,793.7908461292725,690.4689192756333
VIIRS,2018,6,0.3310505824488677,30,0.04316000811333698,2018-06-01,-0.8938509058366519,1025.5754769301993,481.07061401560827,378.26462861679323
VIIRS,2018,7,0.24874810077903062,31,0.051340598367271235,2018-07-01,-2.207789039766604,1486.7741466583018,1057.3256682250208,521.6809715520035
VIIRS,2018,8,0.27300578374092616,31,0.017437816093415187,2018-08-01,-1.2136000372246387,1612.8724812150085,893.4821910482879,982.7938609325605
VIIRS,2018,9,0.36964605818667684,30,0.05474266848703855,2018-09-01,-1.6679892445230102,1457.3025626099954,1014.8705048253851,1682.6376418262669
VIIRS,2018,10,0.41547055029263114,31,0.04778371580939665,2018-10-01,-2.4010375994503472,1080.0149682179608,779.1321093404803,2911.8716362134296
VIIRS,2018,11,0.36010046343186164,30,0.01160782824417116,2018-11-01,0.2776843597064512,1240.9779841044306,412.516083544637,3522.048215486443
VIIRS,2018,12,0.36310897033029865,31,0.01812229835859296,2018-12-01,0.7249756470089831,756.7886268337594,192.27525282818746,4221.359333263565
VIIRS,2019,1,0.3754224987498026,31,0.03351596998070039,2019-01-01,2.594208909435502,977.2184132944649,395.48345416130013,3619.5280206744424
VIIRS,2019,2,0.3360151297286519,28,0.034918397289170976,2019-02-01,2.727884522008418,1264.2481977151824,16.98621577426683,2701.031704369045
VIIRS,2019,3,0.32136642575730984,31,0.03436798353929307,2019-03-01,2.7206370989127953,1395.6261132545799,41.11446438182826,1477.472022859303
VIIRS,2019,4,0.2876892359448975,30,0.0167833914760636,2019-04-01,1.1560512553890783,1559.9894167134985,357.4189410000185,1226.319123594358
VIIRS,2019,5,0.3054950626091157,31,0.04268551897583281,2019-05-01,-0.25043545232530695,1774.0503227766767,971.9591683555536,669.1794453152114
VIIRS,2019,6,0.2936880942567789,30,0.06271236541634433,2019-06-01,0.09802275308794543,1543.7788261025466,391.83627378025915,316.06045909298825
VIIRS,2019,7,0.2792134675262073,31,0.02917777918192025,2019-07-01,-2.0666052466121774,1765.5667517141956,1292.4159960054149,501.43800709494275
VIIRS,2019,8,0.31438919674427396,31,0.06428168437479659,2019-08-01,-2.119728308692422,2124.699058169181,1227.7190700177298,965.3591212355948
VIIRS,2019,9,0.38445622324267814,30,0.029052887185538334,2019-09-01,-3.257754316286406,1535.540484346153,1155.560106328266,1845.5452172824707
VIIRS,2019,10,0.42528214636012274,31,0.01846273584803849,2019-10-01,-0.709569711596665,1217.7989567137215,609.81178175879,2483.6927255446813
VIIRS,2019,11,0.40030285364535523,30,0.04420761350231674,2019-11-01,-0.6875732219515723,1245.0117844797594,586.7319027064731,4111.373059338979
VIIRS,2019,12,0.42857631415674113,31,0.016455394300374963,2019-12-01,1.1019106606291114,1101.6852517378563,358.7146797880028,3803.0241775516597
VIIRS,2020,1,0.4056483960617904,31,0.013594190318686708,2020-01-01,2.2806431370313396,1016.1833795329991,66.8403093481702,3606.2560612705424
VIIRS,2020,2,0.3500123457715038,29,0.014800073708576009,2020-02-01,2.5343265164520283,1357.3108321583306,27.12958299379184,2689.8824766732077
VIIRS,2020,3,0.334931617439757,31,0.055166670519994,2020-03-01,2.772190853172785,1027.298521090755,94.4664266129117,1382.6975409420588
VIIRS,2020,4,0.31380031754718885,30,0.04473025544114097,2020-04-01,1.1906523663510935,1713.9504674350123,378.75308106337195,1012.166229495634
VIIRS,2020,5,0.337284177895919,31,0.032941501205534254,2020-05-01,0.23018199690908134,1440.063402092486,481.4792994573766,619.3205702501251
VIIRS,2020,6,0.3118151711444361,30,0.0565694024451356,2020-06-01,-1.6652455977531562,1222.4059754707425,841.0840724094222,417.4854071857846
VIIRS,2020,7,0.30987213793248974,31,0.030638586109861747,2020-07-01,-2.057153201957914,1621.8240742719095,1218.0403578689982,546.0621287416592
VIIRS,2020,8,0.36843745208459483,31,0.03232432526505664,2020-08-01,-2.123082103100663,1340.8114083493974,932.2233015172964,1081.0495766582596
VIIRS,2020,9,0.4057916305057205,30,0.022749374283895226,2020-09-01,-2.446350480783675,1141.3486908994535,715.5711176628056,1735.8762001788573
VIIRS,2020,10,0.4323370745236043,31,0.015789656661442417,2020-10-01,-1.226133408227844,1106.6205452477948,596.1452279180286,2785.104505870628
VIIRS,2020,11,0.4333238693582586,30,0.07481904383160148,2020-11-01,-0.6094922013274053,977.8430662753337,414.90933467134334,3846.725203241314
VIIRS,2020,12,0.377101924009632,31,0.023532781065904066,2020-12-01,1.457770940491751,1225.297362034355,103.47429102448018,4055.8002415345068
VIIRS,2021,1,0.3514204808218856,31,0.01792785463981806,2021-01-01,1.3917380169866447,1289.9415311730202,318.61396496017045,4013.4062416405213
VIIRS,2021,2,0.3556661144849674,28,0.00676095466064907,2021-02-01,2.4988936742376,1246.3994214920226,35.37253120122902,3042.971123820948
VIIRS,2021,3,0.4007142757671413,31,0.03926236180046864,2021-03-01,0.6336816971212328,1063.7900555546491,212.05398074662827,1879.1772502110803
VIIRS,2021,4,0.29757993960490575,30,0.04061760085960682,2021-04-01,0.9115085885100542,1143.1137400093376,149.1531417210924,1158.5252173101314
VIIRS,2021,5,0.3045526827102613,31,0.03657652501869722,2021-05-01,0.12877716916623924,931.0754734749369,161.44250765689392,670.8479961772529
VIIRS,2021,6,0.3144015284853828,28,0.0673381122799076,2021-06-01,-0.6833673998811247,1544.5536688621353,554.6157740082851,359.6130976514911
VIIRS,2021,7,0.2841109376445764,31,0.021416879472367645,2021-07-01,-1.1164416581504417,1305.9203325089318,766.7005453649733,499.48073955573926
VIIRS,2021,8,0.34605841385106195,31,0.043515574493825794,2021-08-01,-2.4839657038489693,1558.2232728127058,1117.7117700006488,1032.852639973519
VIIRS,2021,9,0.37194579894162777,30,0.024221741025736848,2021-09-01,-1.8139985893911301,1332.6145473810054,773.1192983936937,1730.9877973334446
VIIRS,2021,10,0.3859852479738102,31,0.018973107632227305,2021-10-01,-1.6911499532628995,1451.567772095522,992.5687713127242,2929.1321170444094
VIIRS,2021,11,0.37620611157376777,30,0.013652927956058538,2021-11-01,0.4055908226557702,1295.0236878651317,369.87495639787375,3374.5849432337823
VIIRS,2021,12,0.359163479283085,31,0.02347517773903586,2021-12-01,1.0190557250864813,921.4701280361668,177.2554936316065,4134.7033453956765
VIIRS,2022,1,0.38337276990878144,31,0.016892035165207465,2022-01-01,1.2779091096542354,931.1699141376166,203.14687345515054,3874.4254418370388
VIIRS,2022,2,0.35089561715769274,28,0.020133881015396118,2022-02-01,1.7152261846794457,1477.1623001109356,347.51516853796505,2875.3069854892233
VIIRS,2022,3,0.35668408221321496,31,0.016476024419977028,2022-03-01,1.3015797347172995,1318.0312181849306,312.32546346865604,1624.1776024991627
VIIRS,2022,4,0.280520727372331,30,0.03616862061733336,2022-04-01,1.2500153565771077,1438.9222221937775,162.44798094618238,1138.8212605896763
VIIRS,2022,5,0.2617738927638693,31,0.017746475133060914,2022-05-01,-0.13336055241768918,1355.8038074154665,500.0649516125804,597.4766034595061
VIIRS,2022,6,0.24862754215918267,27,0.03720529712253196,2022-06-01,-1.5368534297471916,1470.8921782055627,996.8466040589863,424.353526508501
VIIRS,2022,7,0.3099098448341504,31,0.044936295042649795,2022-07-01,-2.0185605893718983,1347.8648263493594,944.7313583200159,492.067188315581
VIIRS,2022,8,0.3714245001179271,26,0.045168558286881155,2022-08-01,-1.6509130851235154,1222.917067432926,824.2250192139309,1065.2591359307573
VIIRS,2022,9,0.38789352605665967,30,0.033544833301567316,2022-09-01,-2.2148229762751006,1156.6235004776802,794.7736795673369,1759.7804869385486
VIIRS,2022,10,0.4030037543150998,31,0.014263029266767053,2022-10-01,-1.0191409402524187,993.6780907623393,486.64706648972646,2992.9649629960777
VIIRS,2022,11,0.38583848864817166,30,0.012308989576612661,2022-11-01,0.5546188932737461,897.4206460578105,230.34272133079224,3862.4321210173157
VIIRS,2022,12,0.35678692981784743,31,0.023247952730860447,2022-12-01,1.5667267277309151,1007.9541673551198,179.72463313478167,3669.5485179276584
VIIRS,2023,1,0.34421207104038865,31,0.023616662907744126,2023-01-01,2.49623372613442,1097.3825895951663,10.506764546084803,3669.5674415612652
VIIRS,2023,2,0.3380114703512547,28,0.013465609925628237,2023-02-01,2.4369332116214646,1202.0451140520108,36.783319356042135,3012.258221918284
VIIRS,2023,3,0.3192400639852855,31,0.03741114354504617,2023-03-01,3.3523165279555736,1191.2444537977776,16.215991264941064,1294.8842051198596
VIIRS,2023,4,0.25871855490226825,30,0.017978140400431664,2023-04-01,1.9493097613924744,1099.338136505343,100.8957418728668,1333.9364063509413
VIIRS,2023,5,0.26832911794156117,29,0.015515818098982908,2023-05-01,1.44790499026084,828.9174560122128,88.47739341694103,612.9339907302337
VIIRS,2023,6,0.2974184117011082,30,0.024281280643113388,2023-06-01,0.2926633266288474,1024.225126311564,360.87136733904117,350.4931232437301
VIIRS,2023,7,0.2705141548930984,30,0.03468889976147751,2023-07-01,-2.130471545930712,1227.527363919466,850.4171766369112,582.9977496691729
VIIRS,2023,8,0.3256754967205047,28,0.026822850275658162,2023-08-01,-1.4592848411492183,1607.0338690386095,917.4624832224983,948.7111383107188
VIIRS,2023,9,0.3972861517435021,30,0.024903313077793886,2023-09-01,-2.6027521655357355,1266.4411959117504,1048.1806286776093,1762.2695004905677
VIIRS,2023,10,0.3918890678915032,28,0.01970175095246408,2023-10-01,-1.0941513611975757,1270.3430536789542,562.7297232817873,2945.0620784639827
VIIRS,2023,11,0.3686620135216594,23,0.013647483118459479,2023-11-01,0.40506383144117497,1404.335928756849,549.2711859590792,3693.9906120768055
VIIRS,2023,12,0.40258787481270775,29,0.028963542059065102,2023-12-01,1.7888562972208155,929.1236384716842,71.48130291922445,3878.5085957180668
VIIRS,2024,1,0.34830873840910614,27,0.018333172223462507,2024-01-01,1.8493954115754236,1058.4265225761455,49.75182048298388,3986.11857716561
VIIRS,2024,2,0.30064257077210466,26,0.014157606748242936,2024-02-01,2.9221107659586885,1222.8554113890386,37.52585852775644,2512.8554160552267
VIIRS,2024,3,0.3160443883843171,24,0.03311737935126637,2024-03-01,1.7170050212554884,1340.4323061101052,114.40970941889351,1697.927158459375
VIIRS,2024,4,0.3106259803040716,28,0.012883151129017709,2024-04-01,1.8278525082068138,1287.7035074484106,132.17111762756775,1109.6434809093257
VIIRS,2024,5,0.2666338707584664,28,0.062310901440440485,2024-05-01,-0.426828445311834,1476.8129371127652,501.98407704680244,628.0999581208767
